age,sex,date,state,district,ethnicity,population,year
85+,both,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
85+,both,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0,2021
overall,female,2021-01-01,Kedah,Langkawi,overall,46.0,2021
overall,female,2021-01-01,Kedah,Langkawi,bumi_malay,41.1,2021
overall,female,2021-01-01,Kedah,Langkawi,bumi_other,0.2,2021
overall,female,2021-01-01,Kedah,Langkawi,chinese,2.2,2021
overall,female,2021-01-01,Kedah,Langkawi,indian,0.9,2021
overall,female,2021-01-01,Kedah,Langkawi,other_citizen,0.5,2021
overall,female,2021-01-01,Kedah,Langkawi,other_noncitizen,1.2,2021
0-4,female,2021-01-01,Kedah,Langkawi,overall,4.1,2021
0-4,female,2021-01-01,Kedah,Langkawi,bumi_malay,3.7,2021
0-4,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
0-4,female,2021-01-01,Kedah,Langkawi,chinese,0.1,2021
0-4,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
0-4,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
0-4,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.3,2021
5-9,female,2021-01-01,Kedah,Langkawi,overall,4.1,2021
5-9,female,2021-01-01,Kedah,Langkawi,bumi_malay,3.6,2021
5-9,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
5-9,female,2021-01-01,Kedah,Langkawi,chinese,0.2,2021
5-9,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
5-9,female,2021-01-01,Kedah,Langkawi,other_citizen,0.1,2021
5-9,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1,2021
10-14,female,2021-01-01,Kedah,Langkawi,overall,3.8,2021
10-14,female,2021-01-01,Kedah,Langkawi,bumi_malay,3.4,2021
10-14,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
10-14,female,2021-01-01,Kedah,Langkawi,chinese,0.2,2021
10-14,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
10-14,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
10-14,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1,2021
15-19,female,2021-01-01,Kedah,Langkawi,overall,3.8,2021
15-19,female,2021-01-01,Kedah,Langkawi,bumi_malay,3.5,2021
15-19,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
15-19,female,2021-01-01,Kedah,Langkawi,chinese,0.2,2021
15-19,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
15-19,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
15-19,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1,2021
20-24,female,2021-01-01,Kedah,Langkawi,overall,4.5,2021
20-24,female,2021-01-01,Kedah,Langkawi,bumi_malay,4.0,2021
20-24,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
20-24,female,2021-01-01,Kedah,Langkawi,chinese,0.2,2021
20-24,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
20-24,female,2021-01-01,Kedah,Langkawi,other_citizen,0.1,2021
20-24,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1,2021
25-29,female,2021-01-01,Kedah,Langkawi,overall,4.1,2021
25-29,female,2021-01-01,Kedah,Langkawi,bumi_malay,3.7,2021
25-29,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
25-29,female,2021-01-01,Kedah,Langkawi,chinese,0.2,2021
25-29,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
25-29,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
25-29,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1,2021
30-34,female,2021-01-01,Kedah,Langkawi,overall,3.3,2021
30-34,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.9,2021
30-34,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
30-34,female,2021-01-01,Kedah,Langkawi,chinese,0.2,2021
30-34,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
30-34,female,2021-01-01,Kedah,Langkawi,other_citizen,0.1,2021
30-34,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1,2021
35-39,female,2021-01-01,Kedah,Langkawi,overall,3.0,2021
35-39,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.7,2021
35-39,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
35-39,female,2021-01-01,Kedah,Langkawi,chinese,0.1,2021
35-39,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
35-39,female,2021-01-01,Kedah,Langkawi,other_citizen,0.1,2021
35-39,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1,2021
40-44,female,2021-01-01,Kedah,Langkawi,overall,2.5,2021
40-44,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.3,2021
40-44,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
40-44,female,2021-01-01,Kedah,Langkawi,chinese,0.1,2021
40-44,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
40-44,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
40-44,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1,2021
45-49,female,2021-01-01,Kedah,Langkawi,overall,2.5,2021
45-49,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.2,2021
45-49,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
45-49,female,2021-01-01,Kedah,Langkawi,chinese,0.1,2021
45-49,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
45-49,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
45-49,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0,2021
50-54,female,2021-01-01,Kedah,Langkawi,overall,2.5,2021
50-54,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.2,2021
50-54,female,2021-01-01,Kedah,Langkawi,bumi_other,0.1,2021
50-54,female,2021-01-01,Kedah,Langkawi,chinese,0.1,2021
50-54,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
50-54,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
50-54,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0,2021
55-59,female,2021-01-01,Kedah,Langkawi,overall,2.2,2021
55-59,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.0,2021
55-59,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
55-59,female,2021-01-01,Kedah,Langkawi,chinese,0.1,2021
55-59,female,2021-01-01,Kedah,Langkawi,indian,0.1,2021
55-59,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
55-59,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0,2021
60-64,female,2021-01-01,Kedah,Langkawi,overall,2.0,2021
60-64,female,2021-01-01,Kedah,Langkawi,bumi_malay,1.8,2021
60-64,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
60-64,female,2021-01-01,Kedah,Langkawi,chinese,0.1,2021
60-64,female,2021-01-01,Kedah,Langkawi,indian,0.0,2021
60-64,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
60-64,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0,2021
65-69,female,2021-01-01,Kedah,Langkawi,overall,1.4,2021
65-69,female,2021-01-01,Kedah,Langkawi,bumi_malay,1.2,2021
65-69,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
65-69,female,2021-01-01,Kedah,Langkawi,chinese,0.1,2021
65-69,female,2021-01-01,Kedah,Langkawi,indian,0.0,2021
65-69,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
65-69,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0,2021
70-74,female,2021-01-01,Kedah,Langkawi,overall,0.9,2021
70-74,female,2021-01-01,Kedah,Langkawi,bumi_malay,0.8,2021
70-74,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
70-74,female,2021-01-01,Kedah,Langkawi,chinese,0.0,2021
70-74,female,2021-01-01,Kedah,Langkawi,indian,0.0,2021
70-74,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
70-74,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0,2021
80-84,both,2021-01-01,Kedah,Langkawi,other_citizen,0.0,2021
80-84,both,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0,2021
85+,both,2021-01-01,Kedah,Langkawi,overall,0.5,2021
85+,both,2021-01-01,Kedah,Langkawi,bumi_malay,0.4,2021
85+,both,2021-01-01,Kedah,Langkawi,bumi_other,0.0,2021
85+,both,2021-01-01,Kedah,Langkawi,chinese,0.0,2021
overall,both,2020-01-01,Johor,Batu Pahat,overall,495.3,2020
overall,both,2020-01-01,Johor,Batu Pahat,bumi_malay,311.3,2020
overall,both,2020-01-01,Johor,Batu Pahat,bumi_other,5.1,2020
overall,both,2020-01-01,Johor,Batu Pahat,chinese,140.1,2020
overall,both,2020-01-01,Johor,Batu Pahat,indian,6.9,2020
overall,both,2020-01-01,Johor,Batu Pahat,other_citizen,1.8,2020
overall,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,30.2,2020
0-4,both,2020-01-01,Johor,Batu Pahat,overall,30.3,2020
0-4,both,2020-01-01,Johor,Batu Pahat,bumi_malay,21.3,2020
0-4,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.5,2020
0-4,both,2020-01-01,Johor,Batu Pahat,chinese,8.2,2020
0-4,both,2020-01-01,Johor,Batu Pahat,indian,0.3,2020
0-4,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
0-4,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.1,2020
5-9,both,2020-01-01,Johor,Batu Pahat,overall,35.6,2020
5-9,both,2020-01-01,Johor,Batu Pahat,bumi_malay,24.4,2020
5-9,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.4,2020
5-9,both,2020-01-01,Johor,Batu Pahat,chinese,10.3,2020
5-9,both,2020-01-01,Johor,Batu Pahat,indian,0.4,2020
5-9,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
5-9,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.1,2020
10-14,both,2020-01-01,Johor,Batu Pahat,overall,40.0,2020
10-14,both,2020-01-01,Johor,Batu Pahat,bumi_malay,26.9,2020
10-14,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.4,2020
10-14,both,2020-01-01,Johor,Batu Pahat,chinese,12.1,2020
10-14,both,2020-01-01,Johor,Batu Pahat,indian,0.5,2020
10-14,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
10-14,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.0,2020
15-19,both,2020-01-01,Johor,Batu Pahat,overall,45.0,2020
15-19,both,2020-01-01,Johor,Batu Pahat,bumi_malay,30.2,2020
15-19,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.6,2020
15-19,both,2020-01-01,Johor,Batu Pahat,chinese,11.6,2020
15-19,both,2020-01-01,Johor,Batu Pahat,indian,0.7,2020
15-19,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.5,2020
15-19,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,1.5,2020
20-24,both,2020-01-01,Johor,Batu Pahat,overall,49.0,2020
20-24,both,2020-01-01,Johor,Batu Pahat,bumi_malay,29.4,2020
20-24,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.4,2020
20-24,both,2020-01-01,Johor,Batu Pahat,chinese,12.1,2020
20-24,both,2020-01-01,Johor,Batu Pahat,indian,0.6,2020
20-24,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.3,2020
20-24,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,6.1,2020
25-29,both,2020-01-01,Johor,Batu Pahat,overall,45.3,2020
25-29,both,2020-01-01,Johor,Batu Pahat,bumi_malay,26.4,2020
25-29,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.3,2020
25-29,both,2020-01-01,Johor,Batu Pahat,chinese,11.3,2020
25-29,both,2020-01-01,Johor,Batu Pahat,indian,0.6,2020
25-29,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
25-29,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,6.6,2020
30-34,both,2020-01-01,Johor,Batu Pahat,overall,43.1,2020
30-34,both,2020-01-01,Johor,Batu Pahat,bumi_malay,26.7,2020
30-34,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.5,2020
30-34,both,2020-01-01,Johor,Batu Pahat,chinese,10.8,2020
30-34,both,2020-01-01,Johor,Batu Pahat,indian,0.6,2020
30-34,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
30-34,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,4.4,2020
35-39,both,2020-01-01,Johor,Batu Pahat,overall,40.4,2020
35-39,both,2020-01-01,Johor,Batu Pahat,bumi_malay,25.4,2020
35-39,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.6,2020
35-39,both,2020-01-01,Johor,Batu Pahat,chinese,10.7,2020
35-39,both,2020-01-01,Johor,Batu Pahat,indian,0.7,2020
35-39,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
35-39,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,3.1,2020
40-44,both,2020-01-01,Johor,Batu Pahat,overall,32.7,2020
40-44,both,2020-01-01,Johor,Batu Pahat,bumi_malay,19.5,2020
40-44,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.4,2020
40-44,both,2020-01-01,Johor,Batu Pahat,chinese,10.0,2020
40-44,both,2020-01-01,Johor,Batu Pahat,indian,0.6,2020
40-44,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.2,2020
40-44,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,2.1,2020
45-49,both,2020-01-01,Johor,Batu Pahat,overall,29.7,2020
45-49,both,2020-01-01,Johor,Batu Pahat,bumi_malay,17.6,2020
45-49,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.3,2020
45-49,both,2020-01-01,Johor,Batu Pahat,chinese,9.7,2020
45-49,both,2020-01-01,Johor,Batu Pahat,indian,0.5,2020
45-49,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
45-49,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,1.5,2020
50-54,both,2020-01-01,Johor,Batu Pahat,overall,27.1,2020
50-54,both,2020-01-01,Johor,Batu Pahat,bumi_malay,16.4,2020
50-54,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.2,2020
50-54,both,2020-01-01,Johor,Batu Pahat,chinese,9.1,2020
50-54,both,2020-01-01,Johor,Batu Pahat,indian,0.4,2020
50-54,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
50-54,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,1.0,2020
55-59,both,2020-01-01,Johor,Batu Pahat,overall,24.3,2020
55-59,both,2020-01-01,Johor,Batu Pahat,bumi_malay,14.9,2020
55-59,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.2,2020
55-59,both,2020-01-01,Johor,Batu Pahat,chinese,8.1,2020
55-59,both,2020-01-01,Johor,Batu Pahat,indian,0.4,2020
55-59,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
55-59,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.8,2020
60-64,both,2020-01-01,Johor,Batu Pahat,overall,20.3,2020
60-64,both,2020-01-01,Johor,Batu Pahat,bumi_malay,12.2,2020
60-64,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
60-64,both,2020-01-01,Johor,Batu Pahat,chinese,7.1,2020
60-64,both,2020-01-01,Johor,Batu Pahat,indian,0.3,2020
60-64,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
60-64,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.5,2020
65-69,both,2020-01-01,Johor,Batu Pahat,overall,12.7,2020
65-69,both,2020-01-01,Johor,Batu Pahat,bumi_malay,8.0,2020
65-69,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
65-69,both,2020-01-01,Johor,Batu Pahat,chinese,3.3,2020
65-69,both,2020-01-01,Johor,Batu Pahat,indian,0.2,2020
65-69,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
65-69,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.9,2020
70-74,both,2020-01-01,Johor,Batu Pahat,overall,8.8,2020
70-74,both,2020-01-01,Johor,Batu Pahat,bumi_malay,5.4,2020
70-74,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
70-74,both,2020-01-01,Johor,Batu Pahat,chinese,2.6,2020
70-74,both,2020-01-01,Johor,Batu Pahat,indian,0.1,2020
70-74,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
70-74,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.6,2020
75-79,both,2020-01-01,Johor,Batu Pahat,overall,5.1,2020
75-79,both,2020-01-01,Johor,Batu Pahat,bumi_malay,3.0,2020
75-79,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
75-79,both,2020-01-01,Johor,Batu Pahat,chinese,1.6,2020
75-79,both,2020-01-01,Johor,Batu Pahat,indian,0.1,2020
75-79,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
75-79,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.3,2020
80-84,both,2020-01-01,Johor,Batu Pahat,overall,3.3,2020
80-84,both,2020-01-01,Johor,Batu Pahat,bumi_malay,1.8,2020
80-84,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.0,2020
80-84,both,2020-01-01,Johor,Batu Pahat,chinese,1.0,2020
80-84,both,2020-01-01,Johor,Batu Pahat,indian,0.0,2020
80-84,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
80-84,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.3,2020
85+,both,2020-01-01,Johor,Batu Pahat,overall,2.6,2020
85+,both,2020-01-01,Johor,Batu Pahat,bumi_malay,1.6,2020
85+,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
85+,both,2020-01-01,Johor,Batu Pahat,chinese,0.6,2020
85+,both,2020-01-01,Johor,Batu Pahat,indian,0.0,2020
85+,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
85+,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.4,2020
overall,female,2020-01-01,Johor,Batu Pahat,overall,233.7,2020
overall,female,2020-01-01,Johor,Batu Pahat,bumi_malay,154.3,2020
overall,female,2020-01-01,Johor,Batu Pahat,bumi_other,2.5,2020
overall,female,2020-01-01,Johor,Batu Pahat,chinese,68.5,2020
overall,female,2020-01-01,Johor,Batu Pahat,indian,3.2,2020
overall,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.5,2020
overall,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,4.6,2020
0-4,female,2020-01-01,Johor,Batu Pahat,overall,15.3,2020
0-4,female,2020-01-01,Johor,Batu Pahat,bumi_malay,10.6,2020
0-4,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2,2020
0-4,female,2020-01-01,Johor,Batu Pahat,chinese,4.2,2020
0-4,female,2020-01-01,Johor,Batu Pahat,indian,0.2,2020
0-4,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
0-4,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.0,2020
5-9,female,2020-01-01,Johor,Batu Pahat,overall,17.1,2020
5-9,female,2020-01-01,Johor,Batu Pahat,bumi_malay,11.8,2020
5-9,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2,2020
5-9,female,2020-01-01,Johor,Batu Pahat,chinese,4.9,2020
5-9,female,2020-01-01,Johor,Batu Pahat,indian,0.2,2020
5-9,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
5-9,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.0,2020
10-14,female,2020-01-01,Johor,Batu Pahat,overall,19.4,2020
10-14,female,2020-01-01,Johor,Batu Pahat,bumi_malay,13.2,2020
10-14,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2,2020
10-14,female,2020-01-01,Johor,Batu Pahat,chinese,5.8,2020
10-14,female,2020-01-01,Johor,Batu Pahat,indian,0.2,2020
10-14,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
10-14,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.0,2020
15-19,female,2020-01-01,Johor,Batu Pahat,overall,21.5,2020
15-19,female,2020-01-01,Johor,Batu Pahat,bumi_malay,14.8,2020
15-19,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.3,2020
15-19,female,2020-01-01,Johor,Batu Pahat,chinese,5.7,2020
15-19,female,2020-01-01,Johor,Batu Pahat,indian,0.3,2020
15-19,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
15-19,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.2,2020
20-24,female,2020-01-01,Johor,Batu Pahat,overall,21.5,2020
20-24,female,2020-01-01,Johor,Batu Pahat,bumi_malay,14.3,2020
20-24,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2,2020
20-24,female,2020-01-01,Johor,Batu Pahat,chinese,5.8,2020
20-24,female,2020-01-01,Johor,Batu Pahat,indian,0.3,2020
20-24,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
20-24,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.8,2020
25-29,female,2020-01-01,Johor,Batu Pahat,overall,19.8,2020
25-29,female,2020-01-01,Johor,Batu Pahat,bumi_malay,13.0,2020
25-29,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2,2020
25-29,female,2020-01-01,Johor,Batu Pahat,chinese,5.6,2020
25-29,female,2020-01-01,Johor,Batu Pahat,indian,0.3,2020
25-29,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
25-29,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.6,2020
30-34,female,2020-01-01,Johor,Batu Pahat,overall,19.4,2020
30-34,female,2020-01-01,Johor,Batu Pahat,bumi_malay,13.1,2020
30-34,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2,2020
30-34,female,2020-01-01,Johor,Batu Pahat,chinese,5.3,2020
30-34,female,2020-01-01,Johor,Batu Pahat,indian,0.2,2020
30-34,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
30-34,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.5,2020
35-39,female,2020-01-01,Johor,Batu Pahat,overall,18.9,2020
35-39,female,2020-01-01,Johor,Batu Pahat,bumi_malay,12.7,2020
35-39,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.3,2020
35-39,female,2020-01-01,Johor,Batu Pahat,chinese,5.2,2020
35-39,female,2020-01-01,Johor,Batu Pahat,indian,0.3,2020
35-39,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
35-39,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.4,2020
40-44,female,2020-01-01,Johor,Batu Pahat,overall,15.1,2020
40-44,female,2020-01-01,Johor,Batu Pahat,bumi_malay,9.6,2020
40-44,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
40-44,female,2020-01-01,Johor,Batu Pahat,chinese,4.9,2020
40-44,female,2020-01-01,Johor,Batu Pahat,indian,0.3,2020
40-44,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
40-44,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.3,2020
45-49,female,2020-01-01,Johor,Batu Pahat,overall,14.2,2020
45-49,female,2020-01-01,Johor,Batu Pahat,bumi_malay,8.9,2020
45-49,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
45-49,female,2020-01-01,Johor,Batu Pahat,chinese,4.8,2020
45-49,female,2020-01-01,Johor,Batu Pahat,indian,0.2,2020
45-49,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
45-49,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.2,2020
50-54,female,2020-01-01,Johor,Batu Pahat,overall,13.4,2020
50-54,female,2020-01-01,Johor,Batu Pahat,bumi_malay,8.4,2020
50-54,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
50-54,female,2020-01-01,Johor,Batu Pahat,chinese,4.5,2020
50-54,female,2020-01-01,Johor,Batu Pahat,indian,0.2,2020
50-54,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
50-54,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.2,2020
55-59,female,2020-01-01,Johor,Batu Pahat,overall,11.7,2020
55-59,female,2020-01-01,Johor,Batu Pahat,bumi_malay,7.5,2020
55-59,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
55-59,female,2020-01-01,Johor,Batu Pahat,chinese,3.8,2020
55-59,female,2020-01-01,Johor,Batu Pahat,indian,0.2,2020
55-59,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
55-59,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.1,2020
60-64,female,2020-01-01,Johor,Batu Pahat,overall,10.1,2020
60-64,female,2020-01-01,Johor,Batu Pahat,bumi_malay,6.3,2020
60-64,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
60-64,female,2020-01-01,Johor,Batu Pahat,chinese,3.6,2020
60-64,female,2020-01-01,Johor,Batu Pahat,indian,0.1,2020
60-64,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0,2020
60-64,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.1,2020
65-69,female,2020-01-01,Johor,Batu Pahat,overall,6.4,2020
65-69,female,2020-01-01,Johor,Batu Pahat,bumi_malay,4.1,2020
65-69,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1,2020
65-69,female,2020-01-01,Johor,Batu Pahat,chinese,1.6,2020
65-69,female,2020-01-01,Johor,Batu Pahat,indian,0.1,2020
65-69,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.1,2020
65-69,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.5,2020
70-74,female,2020-01-01,Johor,Batu Pahat,overall,4.5,2020
70-74,female,2020-01-01,Johor,Batu Pahat,bumi_malay,2.8,2020
70-74,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.0,2020
