age,sex,date,state,ethnicity,population,year
50-54,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,44.5,2020
55-59,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,39.3,2020
60-64,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,25.0,2020
65-69,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,25.9,2020
70-74,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,18.7,2020
75-79,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,10.1,2020
80-84,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,6.1,2020
85+,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,4.1,2020
overall_age,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,923.2,2020
0-4,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,63.6,2020
5-9,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,59.4,2020
10-14,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,67.9,2020
15-19,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,63.4,2020
20-24,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,54.2,2020
25-29,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,85.1,2020
30-34,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,101.1,2020
35-39,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,110.9,2020
40-44,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,83.8,2020
45-49,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,62.4,2020
50-54,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,41.4,2020
55-59,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,38.6,2020
60-64,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,25.9,2020
65-69,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,26.3,2020
70-74,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,18.9,2020
75-79,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,11.5,2020
80-84,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,5.4,2020
85+,female,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,3.4,2020
overall_age,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,95.1,2020
0-4,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,10.0,2020
5-9,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,8.2,2020
10-14,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,7.8,2020
15-19,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,8.7,2020
20-24,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,8.1,2020
25-29,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,8.7,2020
30-34,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,8.6,2020
35-39,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,10.0,2020
40-44,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,5.4,2020
45-49,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,4.7,2020
50-54,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,4.3,2020
55-59,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,3.8,2020
60-64,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,2.7,2020
65-69,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,1.7,2020
70-74,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,1.0,2020
75-79,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,0.5,2020
80-84,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,0.4,2020
85+,overall_sex,2020-01-01,W.P. Labuan,overall_ethnicity,0.4,2020
overall_age,male,2020-01-01,W.P. Labuan,overall_ethnicity,48.9,2020
0-4,male,2020-01-01,W.P. Labuan,overall_ethnicity,5.4,2020
5-9,male,2020-01-01,W.P. Labuan,overall_ethnicity,4.4,2020
10-14,male,2020-01-01,W.P. Labuan,overall_ethnicity,4.2,2020
15-19,male,2020-01-01,W.P. Labuan,overall_ethnicity,4.1,2020
20-24,male,2020-01-01,W.P. Labuan,overall_ethnicity,3.8,2020
25-29,male,2020-01-01,W.P. Labuan,overall_ethnicity,4.3,2020
30-34,male,2020-01-01,W.P. Labuan,overall_ethnicity,4.3,2020
35-39,male,2020-01-01,W.P. Labuan,overall_ethnicity,5.6,2020
40-44,male,2020-01-01,W.P. Labuan,overall_ethnicity,3.0,2020
45-49,male,2020-01-01,W.P. Labuan,overall_ethnicity,2.2,2020
50-54,male,2020-01-01,W.P. Labuan,overall_ethnicity,2.1,2020
55-59,male,2020-01-01,W.P. Labuan,overall_ethnicity,2.1,2020
60-64,male,2020-01-01,W.P. Labuan,overall_ethnicity,1.5,2020
65-69,male,2020-01-01,W.P. Labuan,overall_ethnicity,0.9,2020
70-74,male,2020-01-01,W.P. Labuan,overall_ethnicity,0.6,2020
75-79,male,2020-01-01,W.P. Labuan,overall_ethnicity,0.2,2020
80-84,male,2020-01-01,W.P. Labuan,overall_ethnicity,0.2,2020
85+,male,2020-01-01,W.P. Labuan,overall_ethnicity,0.2,2020
overall_age,female,2020-01-01,W.P. Labuan,overall_ethnicity,46.2,2020
0-4,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.6,2020
5-9,female,2020-01-01,W.P. Labuan,overall_ethnicity,3.8,2020
10-14,female,2020-01-01,W.P. Labuan,overall_ethnicity,3.6,2020
15-19,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.6,2020
20-24,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.4,2020
25-29,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.4,2020
30-34,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.3,2020
35-39,female,2020-01-01,W.P. Labuan,overall_ethnicity,4.4,2020
40-44,female,2020-01-01,W.P. Labuan,overall_ethnicity,2.5,2020
45-49,female,2020-01-01,W.P. Labuan,overall_ethnicity,2.5,2020
50-54,female,2020-01-01,W.P. Labuan,overall_ethnicity,2.2,2020
55-59,female,2020-01-01,W.P. Labuan,overall_ethnicity,1.8,2020
60-64,female,2020-01-01,W.P. Labuan,overall_ethnicity,1.3,2020
65-69,female,2020-01-01,W.P. Labuan,overall_ethnicity,0.9,2020
70-74,female,2020-01-01,W.P. Labuan,overall_ethnicity,0.4,2020
75-79,female,2020-01-01,W.P. Labuan,overall_ethnicity,0.3,2020
80-84,female,2020-01-01,W.P. Labuan,overall_ethnicity,0.2,2020
85+,female,2020-01-01,W.P. Labuan,overall_ethnicity,0.2,2020
overall_age,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,109.2,2020
0-4,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,12.9,2020
5-9,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,17.3,2020
10-14,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,11.3,2020
15-19,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,5.9,2020
20-24,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,4.2,2020
25-29,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,6.4,2020
30-34,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,11.4,2020
35-39,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,17.6,2020
40-44,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,9.4,2020
45-49,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,4.5,2020
50-54,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,3.0,2020
55-59,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,2.3,2020
60-64,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,1.4,2020
65-69,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.8,2020
70-74,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.4,2020
75-79,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.2,2020
80-84,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.1,2020
85+,overall_sex,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.1,2020
overall_age,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,53.6,2020
0-4,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,6.7,2020
5-9,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,8.9,2020
10-14,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,5.8,2020
15-19,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,3.1,2020
20-24,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,2.0,2020
25-29,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,2.8,2020
30-34,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,5.0,2020
35-39,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,8.1,2020
40-44,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,4.8,2020
45-49,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,2.3,2020
50-54,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,1.5,2020
55-59,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,1.2,2020
60-64,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.7,2020
65-69,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.4,2020
70-74,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.2,2020
75-79,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.1,2020
80-84,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.0,2020
85+,male,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.0,2020
overall_age,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,55.6,2020
0-4,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,6.2,2020
5-9,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,8.4,2020
10-14,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,5.5,2020
15-19,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,2.8,2020
20-24,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,2.1,2020
25-29,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,3.6,2020
30-34,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,6.4,2020
35-39,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,9.5,2020
40-44,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,4.6,2020
45-49,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,2.2,2020
50-54,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,1.5,2020
55-59,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,1.1,2020
60-64,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.8,2020
65-69,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.4,2020
70-74,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.3,2020
75-79,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.1,2020
80-84,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.1,2020
85+,female,2020-01-01,W.P. Putrajaya,overall_ethnicity,0.0,2020
overall_age,overall_sex,2020-01-01,Johor,bumi_malay,2158.4,2020
0-4,overall_sex,2020-01-01,Johor,bumi_malay,195.9,2020
5-9,overall_sex,2020-01-01,Johor,bumi_malay,197.4,2020
10-14,overall_sex,2020-01-01,Johor,bumi_malay,197.6,2020
15-19,overall_sex,2020-01-01,Johor,bumi_malay,199.2,2020
20-24,overall_sex,2020-01-01,Johor,bumi_malay,193.8,2020
25-29,overall_sex,2020-01-01,Johor,bumi_malay,173.8,2020
30-34,overall_sex,2020-01-01,Johor,bumi_malay,176.2,2020
35-39,overall_sex,2020-01-01,Johor,bumi_malay,167.4,2020
40-44,overall_sex,2020-01-01,Johor,bumi_malay,128.7,2020
45-49,overall_sex,2020-01-01,Johor,bumi_malay,116.3,2020
50-54,overall_sex,2020-01-01,Johor,bumi_malay,107.8,2020
55-59,overall_sex,2020-01-01,Johor,bumi_malay,98.4,2020
60-64,overall_sex,2020-01-01,Johor,bumi_malay,80.5,2020
65-69,overall_sex,2020-01-01,Johor,bumi_malay,50.1,2020
70-74,overall_sex,2020-01-01,Johor,bumi_malay,34.2,2020
75-79,overall_sex,2020-01-01,Johor,bumi_malay,19.1,2020
80-84,overall_sex,2020-01-01,Johor,bumi_malay,11.6,2020
85+,overall_sex,2020-01-01,Johor,bumi_malay,10.3,2020
overall_age,male,2020-01-01,Johor,bumi_malay,1096.4,2020
0-4,male,2020-01-01,Johor,bumi_malay,98.0,2020
5-9,male,2020-01-01,Johor,bumi_malay,101.6,2020
10-14,male,2020-01-01,Johor,bumi_malay,102.3,2020
15-19,male,2020-01-01,Johor,bumi_malay,102.3,2020
20-24,male,2020-01-01,Johor,bumi_malay,100.6,2020
25-29,male,2020-01-01,Johor,bumi_malay,88.9,2020
30-34,male,2020-01-01,Johor,bumi_malay,90.7,2020
35-39,male,2020-01-01,Johor,bumi_malay,84.2,2020
40-44,male,2020-01-01,Johor,bumi_malay,66.1,2020
45-49,male,2020-01-01,Johor,bumi_malay,58.2,2020
50-54,male,2020-01-01,Johor,bumi_malay,53.2,2020
55-59,male,2020-01-01,Johor,bumi_malay,49.6,2020
60-64,male,2020-01-01,Johor,bumi_malay,39.6,2020
65-69,male,2020-01-01,Johor,bumi_malay,24.7,2020
70-74,male,2020-01-01,Johor,bumi_malay,16.8,2020
75-79,male,2020-01-01,Johor,bumi_malay,9.0,2020
80-84,male,2020-01-01,Johor,bumi_malay,5.2,2020
85+,male,2020-01-01,Johor,bumi_malay,5.3,2020
overall_age,female,2020-01-01,Johor,bumi_malay,1062.0,2020
0-4,female,2020-01-01,Johor,bumi_malay,97.9,2020
5-9,female,2020-01-01,Johor,bumi_malay,95.7,2020
10-14,female,2020-01-01,Johor,bumi_malay,95.3,2020
15-19,female,2020-01-01,Johor,bumi_malay,96.8,2020
20-24,female,2020-01-01,Johor,bumi_malay,93.2,2020
25-29,female,2020-01-01,Johor,bumi_malay,84.9,2020
30-34,female,2020-01-01,Johor,bumi_malay,85.5,2020
35-39,female,2020-01-01,Johor,bumi_malay,83.2,2020
40-44,female,2020-01-01,Johor,bumi_malay,62.6,2020
45-49,female,2020-01-01,Johor,bumi_malay,58.1,2020
50-54,female,2020-01-01,Johor,bumi_malay,54.6,2020
55-59,female,2020-01-01,Johor,bumi_malay,48.8,2020
60-64,female,2020-01-01,Johor,bumi_malay,40.9,2020
65-69,female,2020-01-01,Johor,bumi_malay,25.4,2020
70-74,female,2020-01-01,Johor,bumi_malay,17.5,2020
75-79,female,2020-01-01,Johor,bumi_malay,10.1,2020
80-84,female,2020-01-01,Johor,bumi_malay,6.4,2020
85+,female,2020-01-01,Johor,bumi_malay,5.1,2020
overall_age,overall_sex,2020-01-01,Kedah,bumi_malay,1624.8,2020
0-4,overall_sex,2020-01-01,Kedah,bumi_malay,143.0,2020
5-9,overall_sex,2020-01-01,Kedah,bumi_malay,142.6,2020
10-14,overall_sex,2020-01-01,Kedah,bumi_malay,130.5,2020
15-19,overall_sex,2020-01-01,Kedah,bumi_malay,151.3,2020
20-24,overall_sex,2020-01-01,Kedah,bumi_malay,168.5,2020
25-29,overall_sex,2020-01-01,Kedah,bumi_malay,144.5,2020
30-34,overall_sex,2020-01-01,Kedah,bumi_malay,113.1,2020
35-39,overall_sex,2020-01-01,Kedah,bumi_malay,100.5,2020
40-44,overall_sex,2020-01-01,Kedah,bumi_malay,88.5,2020
45-49,overall_sex,2020-01-01,Kedah,bumi_malay,87.3,2020
50-54,overall_sex,2020-01-01,Kedah,bumi_malay,83.3,2020
55-59,overall_sex,2020-01-01,Kedah,bumi_malay,77.4,2020
60-64,overall_sex,2020-01-01,Kedah,bumi_malay,65.8,2020
65-69,overall_sex,2020-01-01,Kedah,bumi_malay,51.7,2020
70-74,overall_sex,2020-01-01,Kedah,bumi_malay,35.1,2020
75-79,overall_sex,2020-01-01,Kedah,bumi_malay,19.8,2020
80-84,overall_sex,2020-01-01,Kedah,bumi_malay,13.3,2020
85+,overall_sex,2020-01-01,Kedah,bumi_malay,8.8,2020
overall_age,male,2020-01-01,Kedah,bumi_malay,814.7,2020
0-4,male,2020-01-01,Kedah,bumi_malay,75.0,2020
5-9,male,2020-01-01,Kedah,bumi_malay,73.5,2020
10-14,male,2020-01-01,Kedah,bumi_malay,67.1,2020
15-19,male,2020-01-01,Kedah,bumi_malay,78.7,2020
20-24,male,2020-01-01,Kedah,bumi_malay,87.0,2020
25-29,male,2020-01-01,Kedah,bumi_malay,73.9,2020
30-34,male,2020-01-01,Kedah,bumi_malay,56.5,2020
35-39,male,2020-01-01,Kedah,bumi_malay,48.0,2020
40-44,male,2020-01-01,Kedah,bumi_malay,44.4,2020
45-49,male,2020-01-01,Kedah,bumi_malay,42.3,2020
50-54,male,2020-01-01,Kedah,bumi_malay,39.9,2020
