age,sex,date,state,ethnicity,population
overall_age,overall_sex,2020-01-01,Johor,overall_ethnicity,4009.7
0-4,overall_sex,2020-01-01,Johor,overall_ethnicity,306.3
5-9,overall_sex,2020-01-01,Johor,overall_ethnicity,322.3
10-14,overall_sex,2020-01-01,Johor,overall_ethnicity,330.7
15-19,overall_sex,2020-01-01,Johor,overall_ethnicity,345.2
20-24,overall_sex,2020-01-01,Johor,overall_ethnicity,388.9
25-29,overall_sex,2020-01-01,Johor,overall_ethnicity,362.6
30-34,overall_sex,2020-01-01,Johor,overall_ethnicity,338.1
35-39,overall_sex,2020-01-01,Johor,overall_ethnicity,318.1
40-44,overall_sex,2020-01-01,Johor,overall_ethnicity,260.1
45-49,overall_sex,2020-01-01,Johor,overall_ethnicity,234.3
50-54,overall_sex,2020-01-01,Johor,overall_ethnicity,212.1
55-59,overall_sex,2020-01-01,Johor,overall_ethnicity,189.1
60-64,overall_sex,2020-01-01,Johor,overall_ethnicity,157.2
65-69,overall_sex,2020-01-01,Johor,overall_ethnicity,94.9
70-74,overall_sex,2020-01-01,Johor,overall_ethnicity,66.0
75-79,overall_sex,2020-01-01,Johor,overall_ethnicity,38.1
80-84,overall_sex,2020-01-01,Johor,overall_ethnicity,24.7
85+,overall_sex,2020-01-01,Johor,overall_ethnicity,20.9
overall_age,male,2020-01-01,Johor,overall_ethnicity,2141.3
0-4,male,2020-01-01,Johor,overall_ethnicity,152.0
5-9,male,2020-01-01,Johor,overall_ethnicity,165.6
10-14,male,2020-01-01,Johor,overall_ethnicity,171.3
15-19,male,2020-01-01,Johor,overall_ethnicity,181.9
20-24,male,2020-01-01,Johor,overall_ethnicity,221.9
25-29,male,2020-01-01,Johor,overall_ethnicity,208.9
30-34,male,2020-01-01,Johor,overall_ethnicity,190.2
35-39,male,2020-01-01,Johor,overall_ethnicity,173.1
40-44,male,2020-01-01,Johor,overall_ethnicity,142.1
45-49,male,2020-01-01,Johor,overall_ethnicity,123.7
50-54,male,2020-01-01,Johor,overall_ethnicity,109.0
55-59,male,2020-01-01,Johor,overall_ethnicity,99.7
60-64,male,2020-01-01,Johor,overall_ethnicity,79.2
65-69,male,2020-01-01,Johor,overall_ethnicity,47.3
70-74,male,2020-01-01,Johor,overall_ethnicity,32.8
75-79,male,2020-01-01,Johor,overall_ethnicity,18.7
80-84,male,2020-01-01,Johor,overall_ethnicity,12.2
85+,male,2020-01-01,Johor,overall_ethnicity,11.6
overall_age,female,2020-01-01,Johor,overall_ethnicity,1868.4
0-4,female,2020-01-01,Johor,overall_ethnicity,154.3
5-9,female,2020-01-01,Johor,overall_ethnicity,156.7
10-14,female,2020-01-01,Johor,overall_ethnicity,159.4
15-19,female,2020-01-01,Johor,overall_ethnicity,163.2
20-24,female,2020-01-01,Johor,overall_ethnicity,167.0
25-29,female,2020-01-01,Johor,overall_ethnicity,153.7
30-34,female,2020-01-01,Johor,overall_ethnicity,147.9
35-39,female,2020-01-01,Johor,overall_ethnicity,144.9
40-44,female,2020-01-01,Johor,overall_ethnicity,118.1
45-49,female,2020-01-01,Johor,overall_ethnicity,110.6
50-54,female,2020-01-01,Johor,overall_ethnicity,103.1
55-59,female,2020-01-01,Johor,overall_ethnicity,89.4
60-64,female,2020-01-01,Johor,overall_ethnicity,78.0
65-69,female,2020-01-01,Johor,overall_ethnicity,47.5
70-74,female,2020-01-01,Johor,overall_ethnicity,33.1
75-79,female,2020-01-01,Johor,overall_ethnicity,19.4
80-84,female,2020-01-01,Johor,overall_ethnicity,12.6
85+,female,2020-01-01,Johor,overall_ethnicity,9.3
overall_age,overall_sex,2020-01-01,Kedah,overall_ethnicity,2131.4
0-4,overall_sex,2020-01-01,Kedah,overall_ethnicity,181.0
5-9,overall_sex,2020-01-01,Kedah,overall_ethnicity,183.4
10-14,overall_sex,2020-01-01,Kedah,overall_ethnicity,174.5
15-19,overall_sex,2020-01-01,Kedah,overall_ethnicity,187.4
20-24,overall_sex,2020-01-01,Kedah,overall_ethnicity,219.7
25-29,overall_sex,2020-01-01,Kedah,overall_ethnicity,196.7
30-34,overall_sex,2020-01-01,Kedah,overall_ethnicity,154.8
35-39,overall_sex,2020-01-01,Kedah,overall_ethnicity,132.8
40-44,overall_sex,2020-01-01,Kedah,overall_ethnicity,117.9
45-49,overall_sex,2020-01-01,Kedah,overall_ethnicity,113.3
50-54,overall_sex,2020-01-01,Kedah,overall_ethnicity,109.7
55-59,overall_sex,2020-01-01,Kedah,overall_ethnicity,103.0
60-64,overall_sex,2020-01-01,Kedah,overall_ethnicity,88.8
65-69,overall_sex,2020-01-01,Kedah,overall_ethnicity,66.7
70-74,overall_sex,2020-01-01,Kedah,overall_ethnicity,45.9
75-79,overall_sex,2020-01-01,Kedah,overall_ethnicity,25.9
80-84,overall_sex,2020-01-01,Kedah,overall_ethnicity,17.6
85+,overall_sex,2020-01-01,Kedah,overall_ethnicity,12.4
overall_age,male,2020-01-01,Kedah,overall_ethnicity,1087.3
0-4,male,2020-01-01,Kedah,overall_ethnicity,94.1
5-9,male,2020-01-01,Kedah,overall_ethnicity,94.7
10-14,male,2020-01-01,Kedah,overall_ethnicity,89.7
15-19,male,2020-01-01,Kedah,overall_ethnicity,98.4
20-24,male,2020-01-01,Kedah,overall_ethnicity,118.6
25-29,male,2020-01-01,Kedah,overall_ethnicity,106.0
30-34,male,2020-01-01,Kedah,overall_ethnicity,79.7
35-39,male,2020-01-01,Kedah,overall_ethnicity,67.3
40-44,male,2020-01-01,Kedah,overall_ethnicity,59.7
45-49,male,2020-01-01,Kedah,overall_ethnicity,55.3
50-54,male,2020-01-01,Kedah,overall_ethnicity,52.5
55-59,male,2020-01-01,Kedah,overall_ethnicity,50.3
60-64,male,2020-01-01,Kedah,overall_ethnicity,42.1
65-69,male,2020-01-01,Kedah,overall_ethnicity,31.9
70-74,male,2020-01-01,Kedah,overall_ethnicity,22.3
75-79,male,2020-01-01,Kedah,overall_ethnicity,11.5
80-84,male,2020-01-01,Kedah,overall_ethnicity,7.6
85+,male,2020-01-01,Kedah,overall_ethnicity,5.5
overall_age,female,2020-01-01,Kedah,overall_ethnicity,1044.1
0-4,female,2020-01-01,Kedah,overall_ethnicity,86.8
5-9,female,2020-01-01,Kedah,overall_ethnicity,88.6
10-14,female,2020-01-01,Kedah,overall_ethnicity,84.8
15-19,female,2020-01-01,Kedah,overall_ethnicity,89.0
20-24,female,2020-01-01,Kedah,overall_ethnicity,101.2
25-29,female,2020-01-01,Kedah,overall_ethnicity,90.7
30-34,female,2020-01-01,Kedah,overall_ethnicity,75.1
35-39,female,2020-01-01,Kedah,overall_ethnicity,65.5
40-44,female,2020-01-01,Kedah,overall_ethnicity,58.2
45-49,female,2020-01-01,Kedah,overall_ethnicity,58.0
50-54,female,2020-01-01,Kedah,overall_ethnicity,57.1
55-59,female,2020-01-01,Kedah,overall_ethnicity,52.8
60-64,female,2020-01-01,Kedah,overall_ethnicity,46.7
65-69,female,2020-01-01,Kedah,overall_ethnicity,34.9
70-74,female,2020-01-01,Kedah,overall_ethnicity,23.6
75-79,female,2020-01-01,Kedah,overall_ethnicity,14.4
80-84,female,2020-01-01,Kedah,overall_ethnicity,10.0
85+,female,2020-01-01,Kedah,overall_ethnicity,6.9
overall_age,overall_sex,2020-01-01,Kelantan,overall_ethnicity,1792.5
0-4,overall_sex,2020-01-01,Kelantan,overall_ethnicity,173.8
5-9,overall_sex,2020-01-01,Kelantan,overall_ethnicity,185.5
10-14,overall_sex,2020-01-01,Kelantan,overall_ethnicity,177.9
15-19,overall_sex,2020-01-01,Kelantan,overall_ethnicity,207.2
20-24,overall_sex,2020-01-01,Kelantan,overall_ethnicity,171.6
25-29,overall_sex,2020-01-01,Kelantan,overall_ethnicity,130.1
30-34,overall_sex,2020-01-01,Kelantan,overall_ethnicity,118.2
35-39,overall_sex,2020-01-01,Kelantan,overall_ethnicity,107.5
40-44,overall_sex,2020-01-01,Kelantan,overall_ethnicity,88.2
45-49,overall_sex,2020-01-01,Kelantan,overall_ethnicity,86.6
50-54,overall_sex,2020-01-01,Kelantan,overall_ethnicity,82.1
55-59,overall_sex,2020-01-01,Kelantan,overall_ethnicity,83.5
60-64,overall_sex,2020-01-01,Kelantan,overall_ethnicity,66.3
65-69,overall_sex,2020-01-01,Kelantan,overall_ethnicity,46.8
70-74,overall_sex,2020-01-01,Kelantan,overall_ethnicity,33.0
75-79,overall_sex,2020-01-01,Kelantan,overall_ethnicity,18.5
80-84,overall_sex,2020-01-01,Kelantan,overall_ethnicity,10.1
85+,overall_sex,2020-01-01,Kelantan,overall_ethnicity,5.8
overall_age,male,2020-01-01,Kelantan,overall_ethnicity,900.1
0-4,male,2020-01-01,Kelantan,overall_ethnicity,88.6
5-9,male,2020-01-01,Kelantan,overall_ethnicity,95.7
10-14,male,2020-01-01,Kelantan,overall_ethnicity,91.8
15-19,male,2020-01-01,Kelantan,overall_ethnicity,104.6
20-24,male,2020-01-01,Kelantan,overall_ethnicity,84.3
25-29,male,2020-01-01,Kelantan,overall_ethnicity,67.8
30-34,male,2020-01-01,Kelantan,overall_ethnicity,61.6
35-39,male,2020-01-01,Kelantan,overall_ethnicity,55.6
40-44,male,2020-01-01,Kelantan,overall_ethnicity,44.8
45-49,male,2020-01-01,Kelantan,overall_ethnicity,41.9
50-54,male,2020-01-01,Kelantan,overall_ethnicity,39.0
55-59,male,2020-01-01,Kelantan,overall_ethnicity,40.3
60-64,male,2020-01-01,Kelantan,overall_ethnicity,31.3
65-69,male,2020-01-01,Kelantan,overall_ethnicity,22.4
70-74,male,2020-01-01,Kelantan,overall_ethnicity,16.0
75-79,male,2020-01-01,Kelantan,overall_ethnicity,8.3
80-84,male,2020-01-01,Kelantan,overall_ethnicity,3.9
85+,male,2020-01-01,Kelantan,overall_ethnicity,2.1
overall_age,female,2020-01-01,Kelantan,overall_ethnicity,892.4
0-4,female,2020-01-01,Kelantan,overall_ethnicity,85.2
5-9,female,2020-01-01,Kelantan,overall_ethnicity,89.8
10-14,female,2020-01-01,Kelantan,overall_ethnicity,86.1
15-19,female,2020-01-01,Kelantan,overall_ethnicity,102.6
20-24,female,2020-01-01,Kelantan,overall_ethnicity,87.3
25-29,female,2020-01-01,Kelantan,overall_ethnicity,62.4
30-34,female,2020-01-01,Kelantan,overall_ethnicity,56.7
35-39,female,2020-01-01,Kelantan,overall_ethnicity,51.8
40-44,female,2020-01-01,Kelantan,overall_ethnicity,43.4
45-49,female,2020-01-01,Kelantan,overall_ethnicity,44.7
50-54,female,2020-01-01,Kelantan,overall_ethnicity,43.1
55-59,female,2020-01-01,Kelantan,overall_ethnicity,43.2
60-64,female,2020-01-01,Kelantan,overall_ethnicity,34.9
65-69,female,2020-01-01,Kelantan,overall_ethnicity,24.3
70-74,female,2020-01-01,Kelantan,overall_ethnicity,17.0
75-79,female,2020-01-01,Kelantan,overall_ethnicity,10.2
80-84,female,2020-01-01,Kelantan,overall_ethnicity,6.1
85+,female,2020-01-01,Kelantan,overall_ethnicity,3.7
overall_age,overall_sex,2020-01-01,Melaka,overall_ethnicity,998.4
0-4,overall_sex,2020-01-01,Melaka,overall_ethnicity,83.1
5-9,overall_sex,2020-01-01,Melaka,overall_ethnicity,82.2
10-14,overall_sex,2020-01-01,Melaka,overall_ethnicity,68.7
15-19,overall_sex,2020-01-01,Melaka,overall_ethnicity,102.6
20-24,overall_sex,2020-01-01,Melaka,overall_ethnicity,91.5
25-29,overall_sex,2020-01-01,Melaka,overall_ethnicity,84.4
30-34,overall_sex,2020-01-01,Melaka,overall_ethnicity,101.8
35-39,overall_sex,2020-01-01,Melaka,overall_ethnicity,74.3
40-44,overall_sex,2020-01-01,Melaka,overall_ethnicity,83.4
45-49,overall_sex,2020-01-01,Melaka,overall_ethnicity,46.1
50-54,overall_sex,2020-01-01,Melaka,overall_ethnicity,40.7
55-59,overall_sex,2020-01-01,Melaka,overall_ethnicity,42.4
60-64,overall_sex,2020-01-01,Melaka,overall_ethnicity,34.0
65-69,overall_sex,2020-01-01,Melaka,overall_ethnicity,27.4
70-74,overall_sex,2020-01-01,Melaka,overall_ethnicity,17.5
75-79,overall_sex,2020-01-01,Melaka,overall_ethnicity,9.1
80-84,overall_sex,2020-01-01,Melaka,overall_ethnicity,5.9
85+,overall_sex,2020-01-01,Melaka,overall_ethnicity,3.3
overall_age,male,2020-01-01,Melaka,overall_ethnicity,524.9
0-4,male,2020-01-01,Melaka,overall_ethnicity,42.9
5-9,male,2020-01-01,Melaka,overall_ethnicity,42.6
10-14,male,2020-01-01,Melaka,overall_ethnicity,35.9
15-19,male,2020-01-01,Melaka,overall_ethnicity,54.3
20-24,male,2020-01-01,Melaka,overall_ethnicity,49.0
25-29,male,2020-01-01,Melaka,overall_ethnicity,44.5
30-34,male,2020-01-01,Melaka,overall_ethnicity,61.7
35-39,male,2020-01-01,Melaka,overall_ethnicity,40.4
40-44,male,2020-01-01,Melaka,overall_ethnicity,43.5
45-49,male,2020-01-01,Melaka,overall_ethnicity,22.9
50-54,male,2020-01-01,Melaka,overall_ethnicity,20.0
55-59,male,2020-01-01,Melaka,overall_ethnicity,21.0
60-64,male,2020-01-01,Melaka,overall_ethnicity,16.8
65-69,male,2020-01-01,Melaka,overall_ethnicity,12.9
70-74,male,2020-01-01,Melaka,overall_ethnicity,8.5
75-79,male,2020-01-01,Melaka,overall_ethnicity,4.3
80-84,male,2020-01-01,Melaka,overall_ethnicity,2.5
85+,male,2020-01-01,Melaka,overall_ethnicity,1.3
overall_age,female,2020-01-01,Melaka,overall_ethnicity,473.5
0-4,female,2020-01-01,Melaka,overall_ethnicity,40.2
5-9,female,2020-01-01,Melaka,overall_ethnicity,39.6
10-14,female,2020-01-01,Melaka,overall_ethnicity,32.7
15-19,female,2020-01-01,Melaka,overall_ethnicity,48.2
20-24,female,2020-01-01,Melaka,overall_ethnicity,42.5
25-29,female,2020-01-01,Melaka,overall_ethnicity,39.9
30-34,female,2020-01-01,Melaka,overall_ethnicity,40.1
35-39,female,2020-01-01,Melaka,overall_ethnicity,34.0
40-44,female,2020-01-01,Melaka,overall_ethnicity,39.9
45-49,female,2020-01-01,Melaka,overall_ethnicity,23.2
50-54,female,2020-01-01,Melaka,overall_ethnicity,20.7
55-59,female,2020-01-01,Melaka,overall_ethnicity,21.5
60-64,female,2020-01-01,Melaka,overall_ethnicity,17.3
65-69,female,2020-01-01,Melaka,overall_ethnicity,14.5
70-74,female,2020-01-01,Melaka,overall_ethnicity,9.0
75-79,female,2020-01-01,Melaka,overall_ethnicity,4.8
80-84,female,2020-01-01,Melaka,overall_ethnicity,3.4
