age,sex,date,state,district,ethnicity,population
85+,both,2021-01-01,Kedah,Langkawi,other_citizen,0.0
85+,both,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0
overall,female,2021-01-01,Kedah,Langkawi,overall,46.0
overall,female,2021-01-01,Kedah,Langkawi,bumi_malay,41.1
overall,female,2021-01-01,Kedah,Langkawi,bumi_other,0.2
overall,female,2021-01-01,Kedah,Langkawi,chinese,2.2
overall,female,2021-01-01,Kedah,Langkawi,indian,0.9
overall,female,2021-01-01,Kedah,Langkawi,other_citizen,0.5
overall,female,2021-01-01,Kedah,Langkawi,other_noncitizen,1.2
0-4,female,2021-01-01,Kedah,Langkawi,overall,4.1
0-4,female,2021-01-01,Kedah,Langkawi,bumi_malay,3.7
0-4,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
0-4,female,2021-01-01,Kedah,Langkawi,chinese,0.1
0-4,female,2021-01-01,Kedah,Langkawi,indian,0.1
0-4,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
0-4,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.3
5-9,female,2021-01-01,Kedah,Langkawi,overall,4.1
5-9,female,2021-01-01,Kedah,Langkawi,bumi_malay,3.6
5-9,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
5-9,female,2021-01-01,Kedah,Langkawi,chinese,0.2
5-9,female,2021-01-01,Kedah,Langkawi,indian,0.1
5-9,female,2021-01-01,Kedah,Langkawi,other_citizen,0.1
5-9,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1
10-14,female,2021-01-01,Kedah,Langkawi,overall,3.8
10-14,female,2021-01-01,Kedah,Langkawi,bumi_malay,3.4
10-14,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
10-14,female,2021-01-01,Kedah,Langkawi,chinese,0.2
10-14,female,2021-01-01,Kedah,Langkawi,indian,0.1
10-14,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
10-14,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1
15-19,female,2021-01-01,Kedah,Langkawi,overall,3.8
15-19,female,2021-01-01,Kedah,Langkawi,bumi_malay,3.5
15-19,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
15-19,female,2021-01-01,Kedah,Langkawi,chinese,0.2
15-19,female,2021-01-01,Kedah,Langkawi,indian,0.1
15-19,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
15-19,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1
20-24,female,2021-01-01,Kedah,Langkawi,overall,4.5
20-24,female,2021-01-01,Kedah,Langkawi,bumi_malay,4.0
20-24,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
20-24,female,2021-01-01,Kedah,Langkawi,chinese,0.2
20-24,female,2021-01-01,Kedah,Langkawi,indian,0.1
20-24,female,2021-01-01,Kedah,Langkawi,other_citizen,0.1
20-24,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1
25-29,female,2021-01-01,Kedah,Langkawi,overall,4.1
25-29,female,2021-01-01,Kedah,Langkawi,bumi_malay,3.7
25-29,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
25-29,female,2021-01-01,Kedah,Langkawi,chinese,0.2
25-29,female,2021-01-01,Kedah,Langkawi,indian,0.1
25-29,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
25-29,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1
30-34,female,2021-01-01,Kedah,Langkawi,overall,3.3
30-34,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.9
30-34,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
30-34,female,2021-01-01,Kedah,Langkawi,chinese,0.2
30-34,female,2021-01-01,Kedah,Langkawi,indian,0.1
30-34,female,2021-01-01,Kedah,Langkawi,other_citizen,0.1
30-34,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1
35-39,female,2021-01-01,Kedah,Langkawi,overall,3.0
35-39,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.7
35-39,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
35-39,female,2021-01-01,Kedah,Langkawi,chinese,0.1
35-39,female,2021-01-01,Kedah,Langkawi,indian,0.1
35-39,female,2021-01-01,Kedah,Langkawi,other_citizen,0.1
35-39,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1
40-44,female,2021-01-01,Kedah,Langkawi,overall,2.5
40-44,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.3
40-44,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
40-44,female,2021-01-01,Kedah,Langkawi,chinese,0.1
40-44,female,2021-01-01,Kedah,Langkawi,indian,0.1
40-44,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
40-44,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.1
45-49,female,2021-01-01,Kedah,Langkawi,overall,2.5
45-49,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.2
45-49,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
45-49,female,2021-01-01,Kedah,Langkawi,chinese,0.1
45-49,female,2021-01-01,Kedah,Langkawi,indian,0.1
45-49,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
45-49,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0
50-54,female,2021-01-01,Kedah,Langkawi,overall,2.5
50-54,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.2
50-54,female,2021-01-01,Kedah,Langkawi,bumi_other,0.1
50-54,female,2021-01-01,Kedah,Langkawi,chinese,0.1
50-54,female,2021-01-01,Kedah,Langkawi,indian,0.1
50-54,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
50-54,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0
55-59,female,2021-01-01,Kedah,Langkawi,overall,2.2
55-59,female,2021-01-01,Kedah,Langkawi,bumi_malay,2.0
55-59,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
55-59,female,2021-01-01,Kedah,Langkawi,chinese,0.1
55-59,female,2021-01-01,Kedah,Langkawi,indian,0.1
55-59,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
55-59,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0
60-64,female,2021-01-01,Kedah,Langkawi,overall,2.0
60-64,female,2021-01-01,Kedah,Langkawi,bumi_malay,1.8
60-64,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
60-64,female,2021-01-01,Kedah,Langkawi,chinese,0.1
60-64,female,2021-01-01,Kedah,Langkawi,indian,0.0
60-64,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
60-64,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0
65-69,female,2021-01-01,Kedah,Langkawi,overall,1.4
65-69,female,2021-01-01,Kedah,Langkawi,bumi_malay,1.2
65-69,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
65-69,female,2021-01-01,Kedah,Langkawi,chinese,0.1
65-69,female,2021-01-01,Kedah,Langkawi,indian,0.0
65-69,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
65-69,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0
70-74,female,2021-01-01,Kedah,Langkawi,overall,0.9
70-74,female,2021-01-01,Kedah,Langkawi,bumi_malay,0.8
70-74,female,2021-01-01,Kedah,Langkawi,bumi_other,0.0
70-74,female,2021-01-01,Kedah,Langkawi,chinese,0.0
70-74,female,2021-01-01,Kedah,Langkawi,indian,0.0
70-74,female,2021-01-01,Kedah,Langkawi,other_citizen,0.0
70-74,female,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0
80-84,both,2021-01-01,Kedah,Langkawi,other_citizen,0.0
80-84,both,2021-01-01,Kedah,Langkawi,other_noncitizen,0.0
85+,both,2021-01-01,Kedah,Langkawi,overall,0.5
85+,both,2021-01-01,Kedah,Langkawi,bumi_malay,0.4
85+,both,2021-01-01,Kedah,Langkawi,bumi_other,0.0
85+,both,2021-01-01,Kedah,Langkawi,chinese,0.0
overall,both,2020-01-01,Johor,Batu Pahat,overall,495.3
overall,both,2020-01-01,Johor,Batu Pahat,bumi_malay,311.3
overall,both,2020-01-01,Johor,Batu Pahat,bumi_other,5.1
overall,both,2020-01-01,Johor,Batu Pahat,chinese,140.1
overall,both,2020-01-01,Johor,Batu Pahat,indian,6.9
overall,both,2020-01-01,Johor,Batu Pahat,other_citizen,1.8
overall,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,30.2
0-4,both,2020-01-01,Johor,Batu Pahat,overall,30.3
0-4,both,2020-01-01,Johor,Batu Pahat,bumi_malay,21.3
0-4,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.5
0-4,both,2020-01-01,Johor,Batu Pahat,chinese,8.2
0-4,both,2020-01-01,Johor,Batu Pahat,indian,0.3
0-4,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
0-4,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.1
5-9,both,2020-01-01,Johor,Batu Pahat,overall,35.6
5-9,both,2020-01-01,Johor,Batu Pahat,bumi_malay,24.4
5-9,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.4
5-9,both,2020-01-01,Johor,Batu Pahat,chinese,10.3
5-9,both,2020-01-01,Johor,Batu Pahat,indian,0.4
5-9,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
5-9,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.1
10-14,both,2020-01-01,Johor,Batu Pahat,overall,40.0
10-14,both,2020-01-01,Johor,Batu Pahat,bumi_malay,26.9
10-14,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.4
10-14,both,2020-01-01,Johor,Batu Pahat,chinese,12.1
10-14,both,2020-01-01,Johor,Batu Pahat,indian,0.5
10-14,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
10-14,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.0
15-19,both,2020-01-01,Johor,Batu Pahat,overall,45.0
15-19,both,2020-01-01,Johor,Batu Pahat,bumi_malay,30.2
15-19,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.6
15-19,both,2020-01-01,Johor,Batu Pahat,chinese,11.6
15-19,both,2020-01-01,Johor,Batu Pahat,indian,0.7
15-19,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.5
15-19,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,1.5
20-24,both,2020-01-01,Johor,Batu Pahat,overall,49.0
20-24,both,2020-01-01,Johor,Batu Pahat,bumi_malay,29.4
20-24,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.4
20-24,both,2020-01-01,Johor,Batu Pahat,chinese,12.1
20-24,both,2020-01-01,Johor,Batu Pahat,indian,0.6
20-24,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.3
20-24,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,6.1
25-29,both,2020-01-01,Johor,Batu Pahat,overall,45.3
25-29,both,2020-01-01,Johor,Batu Pahat,bumi_malay,26.4
25-29,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.3
25-29,both,2020-01-01,Johor,Batu Pahat,chinese,11.3
25-29,both,2020-01-01,Johor,Batu Pahat,indian,0.6
25-29,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
25-29,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,6.6
30-34,both,2020-01-01,Johor,Batu Pahat,overall,43.1
30-34,both,2020-01-01,Johor,Batu Pahat,bumi_malay,26.7
30-34,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.5
30-34,both,2020-01-01,Johor,Batu Pahat,chinese,10.8
30-34,both,2020-01-01,Johor,Batu Pahat,indian,0.6
30-34,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
30-34,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,4.4
35-39,both,2020-01-01,Johor,Batu Pahat,overall,40.4
35-39,both,2020-01-01,Johor,Batu Pahat,bumi_malay,25.4
35-39,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.6
35-39,both,2020-01-01,Johor,Batu Pahat,chinese,10.7
35-39,both,2020-01-01,Johor,Batu Pahat,indian,0.7
35-39,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
35-39,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,3.1
40-44,both,2020-01-01,Johor,Batu Pahat,overall,32.7
40-44,both,2020-01-01,Johor,Batu Pahat,bumi_malay,19.5
40-44,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.4
40-44,both,2020-01-01,Johor,Batu Pahat,chinese,10.0
40-44,both,2020-01-01,Johor,Batu Pahat,indian,0.6
40-44,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.2
40-44,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,2.1
45-49,both,2020-01-01,Johor,Batu Pahat,overall,29.7
45-49,both,2020-01-01,Johor,Batu Pahat,bumi_malay,17.6
45-49,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.3
45-49,both,2020-01-01,Johor,Batu Pahat,chinese,9.7
45-49,both,2020-01-01,Johor,Batu Pahat,indian,0.5
45-49,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
45-49,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,1.5
50-54,both,2020-01-01,Johor,Batu Pahat,overall,27.1
50-54,both,2020-01-01,Johor,Batu Pahat,bumi_malay,16.4
50-54,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
50-54,both,2020-01-01,Johor,Batu Pahat,chinese,9.1
50-54,both,2020-01-01,Johor,Batu Pahat,indian,0.4
50-54,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
50-54,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,1.0
55-59,both,2020-01-01,Johor,Batu Pahat,overall,24.3
55-59,both,2020-01-01,Johor,Batu Pahat,bumi_malay,14.9
55-59,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
55-59,both,2020-01-01,Johor,Batu Pahat,chinese,8.1
55-59,both,2020-01-01,Johor,Batu Pahat,indian,0.4
55-59,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
55-59,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.8
60-64,both,2020-01-01,Johor,Batu Pahat,overall,20.3
60-64,both,2020-01-01,Johor,Batu Pahat,bumi_malay,12.2
60-64,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
60-64,both,2020-01-01,Johor,Batu Pahat,chinese,7.1
60-64,both,2020-01-01,Johor,Batu Pahat,indian,0.3
60-64,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
60-64,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.5
65-69,both,2020-01-01,Johor,Batu Pahat,overall,12.7
65-69,both,2020-01-01,Johor,Batu Pahat,bumi_malay,8.0
65-69,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
65-69,both,2020-01-01,Johor,Batu Pahat,chinese,3.3
65-69,both,2020-01-01,Johor,Batu Pahat,indian,0.2
65-69,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
65-69,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.9
70-74,both,2020-01-01,Johor,Batu Pahat,overall,8.8
70-74,both,2020-01-01,Johor,Batu Pahat,bumi_malay,5.4
70-74,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
70-74,both,2020-01-01,Johor,Batu Pahat,chinese,2.6
70-74,both,2020-01-01,Johor,Batu Pahat,indian,0.1
70-74,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
70-74,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.6
75-79,both,2020-01-01,Johor,Batu Pahat,overall,5.1
75-79,both,2020-01-01,Johor,Batu Pahat,bumi_malay,3.0
75-79,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
75-79,both,2020-01-01,Johor,Batu Pahat,chinese,1.6
75-79,both,2020-01-01,Johor,Batu Pahat,indian,0.1
75-79,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
75-79,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.3
80-84,both,2020-01-01,Johor,Batu Pahat,overall,3.3
80-84,both,2020-01-01,Johor,Batu Pahat,bumi_malay,1.8
80-84,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.0
80-84,both,2020-01-01,Johor,Batu Pahat,chinese,1.0
80-84,both,2020-01-01,Johor,Batu Pahat,indian,0.0
80-84,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
80-84,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.3
85+,both,2020-01-01,Johor,Batu Pahat,overall,2.6
85+,both,2020-01-01,Johor,Batu Pahat,bumi_malay,1.6
85+,both,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
85+,both,2020-01-01,Johor,Batu Pahat,chinese,0.6
85+,both,2020-01-01,Johor,Batu Pahat,indian,0.0
85+,both,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
85+,both,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.4
overall,female,2020-01-01,Johor,Batu Pahat,overall,233.7
overall,female,2020-01-01,Johor,Batu Pahat,bumi_malay,154.3
overall,female,2020-01-01,Johor,Batu Pahat,bumi_other,2.5
overall,female,2020-01-01,Johor,Batu Pahat,chinese,68.5
overall,female,2020-01-01,Johor,Batu Pahat,indian,3.2
overall,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.5
overall,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,4.6
0-4,female,2020-01-01,Johor,Batu Pahat,overall,15.3
0-4,female,2020-01-01,Johor,Batu Pahat,bumi_malay,10.6
0-4,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
0-4,female,2020-01-01,Johor,Batu Pahat,chinese,4.2
0-4,female,2020-01-01,Johor,Batu Pahat,indian,0.2
0-4,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
0-4,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.0
5-9,female,2020-01-01,Johor,Batu Pahat,overall,17.1
5-9,female,2020-01-01,Johor,Batu Pahat,bumi_malay,11.8
5-9,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
5-9,female,2020-01-01,Johor,Batu Pahat,chinese,4.9
5-9,female,2020-01-01,Johor,Batu Pahat,indian,0.2
5-9,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
5-9,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.0
10-14,female,2020-01-01,Johor,Batu Pahat,overall,19.4
10-14,female,2020-01-01,Johor,Batu Pahat,bumi_malay,13.2
10-14,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
10-14,female,2020-01-01,Johor,Batu Pahat,chinese,5.8
10-14,female,2020-01-01,Johor,Batu Pahat,indian,0.2
10-14,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
10-14,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.0
15-19,female,2020-01-01,Johor,Batu Pahat,overall,21.5
15-19,female,2020-01-01,Johor,Batu Pahat,bumi_malay,14.8
15-19,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.3
15-19,female,2020-01-01,Johor,Batu Pahat,chinese,5.7
15-19,female,2020-01-01,Johor,Batu Pahat,indian,0.3
15-19,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
15-19,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.2
20-24,female,2020-01-01,Johor,Batu Pahat,overall,21.5
20-24,female,2020-01-01,Johor,Batu Pahat,bumi_malay,14.3
20-24,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
20-24,female,2020-01-01,Johor,Batu Pahat,chinese,5.8
20-24,female,2020-01-01,Johor,Batu Pahat,indian,0.3
20-24,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
20-24,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.8
25-29,female,2020-01-01,Johor,Batu Pahat,overall,19.8
25-29,female,2020-01-01,Johor,Batu Pahat,bumi_malay,13.0
25-29,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
25-29,female,2020-01-01,Johor,Batu Pahat,chinese,5.6
25-29,female,2020-01-01,Johor,Batu Pahat,indian,0.3
25-29,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
25-29,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.6
30-34,female,2020-01-01,Johor,Batu Pahat,overall,19.4
30-34,female,2020-01-01,Johor,Batu Pahat,bumi_malay,13.1
30-34,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
30-34,female,2020-01-01,Johor,Batu Pahat,chinese,5.3
30-34,female,2020-01-01,Johor,Batu Pahat,indian,0.2
30-34,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
30-34,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.5
35-39,female,2020-01-01,Johor,Batu Pahat,overall,18.9
35-39,female,2020-01-01,Johor,Batu Pahat,bumi_malay,12.7
35-39,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.3
35-39,female,2020-01-01,Johor,Batu Pahat,chinese,5.2
35-39,female,2020-01-01,Johor,Batu Pahat,indian,0.3
35-39,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
35-39,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.4
40-44,female,2020-01-01,Johor,Batu Pahat,overall,15.1
40-44,female,2020-01-01,Johor,Batu Pahat,bumi_malay,9.6
40-44,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
40-44,female,2020-01-01,Johor,Batu Pahat,chinese,4.9
40-44,female,2020-01-01,Johor,Batu Pahat,indian,0.3
40-44,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
40-44,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.3
45-49,female,2020-01-01,Johor,Batu Pahat,overall,14.2
45-49,female,2020-01-01,Johor,Batu Pahat,bumi_malay,8.9
45-49,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
45-49,female,2020-01-01,Johor,Batu Pahat,chinese,4.8
45-49,female,2020-01-01,Johor,Batu Pahat,indian,0.2
45-49,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
45-49,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.2
50-54,female,2020-01-01,Johor,Batu Pahat,overall,13.4
50-54,female,2020-01-01,Johor,Batu Pahat,bumi_malay,8.4
50-54,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
50-54,female,2020-01-01,Johor,Batu Pahat,chinese,4.5
50-54,female,2020-01-01,Johor,Batu Pahat,indian,0.2
50-54,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
50-54,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.2
55-59,female,2020-01-01,Johor,Batu Pahat,overall,11.7
55-59,female,2020-01-01,Johor,Batu Pahat,bumi_malay,7.5
55-59,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
55-59,female,2020-01-01,Johor,Batu Pahat,chinese,3.8
55-59,female,2020-01-01,Johor,Batu Pahat,indian,0.2
55-59,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
55-59,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.1
60-64,female,2020-01-01,Johor,Batu Pahat,overall,10.1
60-64,female,2020-01-01,Johor,Batu Pahat,bumi_malay,6.3
60-64,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
60-64,female,2020-01-01,Johor,Batu Pahat,chinese,3.6
60-64,female,2020-01-01,Johor,Batu Pahat,indian,0.1
60-64,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
60-64,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.1
65-69,female,2020-01-01,Johor,Batu Pahat,overall,6.4
65-69,female,2020-01-01,Johor,Batu Pahat,bumi_malay,4.1
65-69,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.1
65-69,female,2020-01-01,Johor,Batu Pahat,chinese,1.6
65-69,female,2020-01-01,Johor,Batu Pahat,indian,0.1
65-69,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.1
65-69,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.5
70-74,female,2020-01-01,Johor,Batu Pahat,overall,4.5
70-74,female,2020-01-01,Johor,Batu Pahat,bumi_malay,2.8
70-74,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.0
70-74,female,2020-01-01,Johor,Batu Pahat,chinese,1.3
70-74,female,2020-01-01,Johor,Batu Pahat,indian,0.1
70-74,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
70-74,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.3
75-79,female,2020-01-01,Johor,Batu Pahat,overall,2.6
75-79,female,2020-01-01,Johor,Batu Pahat,bumi_malay,1.6
75-79,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.0
75-79,female,2020-01-01,Johor,Batu Pahat,chinese,0.8
75-79,female,2020-01-01,Johor,Batu Pahat,indian,0.0
75-79,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
75-79,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.2
80-84,female,2020-01-01,Johor,Batu Pahat,overall,1.7
80-84,female,2020-01-01,Johor,Batu Pahat,bumi_malay,1.0
80-84,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.0
80-84,female,2020-01-01,Johor,Batu Pahat,chinese,0.5
80-84,female,2020-01-01,Johor,Batu Pahat,indian,0.0
80-84,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
80-84,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.2
85+,female,2020-01-01,Johor,Batu Pahat,overall,1.2
85+,female,2020-01-01,Johor,Batu Pahat,bumi_malay,0.8
85+,female,2020-01-01,Johor,Batu Pahat,bumi_other,0.0
85+,female,2020-01-01,Johor,Batu Pahat,chinese,0.2
85+,female,2020-01-01,Johor,Batu Pahat,indian,0.0
85+,female,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
85+,female,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.1
overall,male,2020-01-01,Johor,Batu Pahat,overall,261.6
overall,male,2020-01-01,Johor,Batu Pahat,bumi_malay,156.9
overall,male,2020-01-01,Johor,Batu Pahat,bumi_other,2.6
overall,male,2020-01-01,Johor,Batu Pahat,chinese,71.6
overall,male,2020-01-01,Johor,Batu Pahat,indian,3.7
overall,male,2020-01-01,Johor,Batu Pahat,other_citizen,1.2
overall,male,2020-01-01,Johor,Batu Pahat,other_noncitizen,25.6
0-4,male,2020-01-01,Johor,Batu Pahat,overall,15.0
0-4,male,2020-01-01,Johor,Batu Pahat,bumi_malay,10.6
0-4,male,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
0-4,male,2020-01-01,Johor,Batu Pahat,chinese,4.0
0-4,male,2020-01-01,Johor,Batu Pahat,indian,0.1
0-4,male,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
0-4,male,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.0
5-9,male,2020-01-01,Johor,Batu Pahat,overall,18.5
5-9,male,2020-01-01,Johor,Batu Pahat,bumi_malay,12.6
5-9,male,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
5-9,male,2020-01-01,Johor,Batu Pahat,chinese,5.4
5-9,male,2020-01-01,Johor,Batu Pahat,indian,0.2
5-9,male,2020-01-01,Johor,Batu Pahat,other_citizen,0.0
5-9,male,2020-01-01,Johor,Batu Pahat,other_noncitizen,0.0
10-14,male,2020-01-01,Johor,Batu Pahat,overall,20.6
10-14,male,2020-01-01,Johor,Batu Pahat,bumi_malay,13.8
10-14,male,2020-01-01,Johor,Batu Pahat,bumi_other,0.2
10-14,male,2020-01-01,Johor,Batu Pahat,chinese,6.3
10-14,male,2020-01-01,Johor,Batu Pahat,indian,0.3
